id,neighborhood,room_type,minimum_nights,number_of_reviews,availability_365,latitude,longitude,price
104564,Bronx,Private room,15,97,238,40.749059,-73.750194,235
104565,Manhattan,Private room,2,73,341,40.862518,-73.993206,248
104566,Brooklyn,Entire home/apt,26,174,284,40.760126,-73.94126,46
104567,Bronx,Shared room,19,144,72,40.861989,-73.853901,390
104568,Brooklyn,Shared room,26,197,134,40.501491,-73.899844,184
104569,Staten Island,Private room,13,60,110,40.70204,-73.887469,151
104570,Brooklyn,Shared room,27,152,172,40.811287,-74.194753,216
104571,Manhattan,Entire home/apt,10,124,287,40.684176,-73.920491,201
104572,Manhattan,Shared room,25,133,146,40.773106,-73.79732,40
104573,Queens,Shared room,5,175,196,40.556376,-73.816593,372
104574,Bronx,Private room,13,32,220,40.530776,-73.761889,251
104575,Queens,Private room,22,46,272,40.623311,-73.828732,286
104576,Staten Island,Shared room,24,48,297,40.800922,-74.022157,142
104577,Staten Island,Shared room,24,0,91,40.612496,-74.078868,239
104578,Staten Island,Private room,9,27,151,40.715527,-73.830886,154
104579,Bronx,Shared room,5,61,172,40.719487,-73.760115,205
104580,Staten Island,Private room,8,27,38,40.701359,-73.924236,70
104581,Brooklyn,Entire home/apt,7,115,270,40.884063,-73.837215,146
104582,Bronx,Shared room,21,23,48,40.623022,-73.964159,377
104583,Manhattan,Shared room,6,182,346,40.60928,-74.121524,168
104584,Bronx,Shared room,29,120,296,40.637389,-73.741198,103
104585,Queens,Entire home/apt,30,174,48,40.518581,-73.723159,165
104586,Staten Island,Entire home/apt,10,48,228,40.50177,-74.051944,97
104587,Queens,Shared room,10,197,3,40.697394,-73.944282,256
104588,Manhattan,Private room,26,14,242,40.888468,-73.768319,370
104589,Staten Island,Entire home/apt,9,24,71,40.785283,-74.183735,396
104590,Staten Island,Shared room,17,136,279,40.809469,-73.722688,290
104591,Staten Island,Entire home/apt,9,13,87,40.69195,-73.878056,271
104592,Brooklyn,Shared room,22,151,280,40.676728,-74.243725,349
104593,Queens,Shared room,8,169,168,40.509978,-73.741041,135
104594,Bronx,Shared room,19,40,170,40.521188,-74.198102,129
104595,Bronx,Shared room,7,179,272,40.525281,-73.834393,348
104596,Manhattan,Private room,29,77,271,40.548392,-73.937484,338
104597,Queens,Entire home/apt,21,26,220,40.511061,-74.149941,75
104598,Staten Island,Private room,28,85,333,40.654495,-74.244477,254
104599,Brooklyn,Shared room,20,132,116,40.847188,-73.714017,197
104600,Staten Island,Shared room,13,95,235,40.788335,-73.806463,269
104601,Bronx,Entire home/apt,8,112,244,40.527282,-74.211949,115
104602,Manhattan,Private room,28,72,186,40.691096,-74.161136,234
104603,Queens,Private room,3,13,155,40.56449,-74.039978,231
104604,Bronx,Entire home/apt,30,174,137,40.697308,-73.916462,397
104605,Manhattan,Shared room,29,21,124,40.563152,-73.817481,177
104606,Queens,Private room,27,163,256,40.836242,-73.749298,147
104607,Brooklyn,Entire home/apt,14,6,207,40.897266,-73.761406,387
104608,Bronx,Private room,23,185,216,40.664951,-74.129622,313
104609,Staten Island,Private room,4,80,177,40.635033,-73.877896,167
104610,Bronx,Private room,2,117,7,40.672686,-73.901962,325
104611,Bronx,Shared room,9,77,74,40.838622,-73.724821,337
104612,Brooklyn,Entire home/apt,22,39,325,40.689526,-73.826101,241
104613,Manhattan,Entire home/apt,22,126,122,40.544005,-74.03345,395
104614,Brooklyn,Private room,2,172,64,40.749466,-73.777078,47
104615,Queens,Private room,9,60,265,40.785149,-73.778561,117
104616,Staten Island,Private room,18,173,306,40.658432,-73.791775,326
104617,Manhattan,Entire home/apt,23,41,5,40.745656,-74.225262,284
104618,Staten Island,Shared room,23,32,37,40.637582,-73.954697,90
104619,Manhattan,Shared room,6,16,129,40.775663,-73.914036,247
104620,Staten Island,Entire home/apt,14,42,278,40.702269,-73.929356,377
104621,Bronx,Shared room,19,167,41,40.513034,-73.972934,102
104622,Staten Island,Entire home/apt,4,147,115,40.847571,-74.039429,145
104623,Queens,Private room,3,52,357,40.813499,-74.041332,130
104624,Bronx,Entire home/apt,9,180,286,40.858405,-73.7074,114
104625,Staten Island,Private room,2,96,119,40.653833,-74.223411,261
104626,Staten Island,Shared room,22,166,291,40.674985,-73.873614,360
104627,Bronx,Entire home/apt,21,12,278,40.622433,-74.094429,204
104628,Staten Island,Entire home/apt,20,0,299,40.631106,-73.975741,238
104629,Bronx,Shared room,15,164,118,40.891037,-74.224255,81
104630,Manhattan,Entire home/apt,30,157,223,40.851639,-73.798991,322
104631,Bronx,Entire home/apt,19,75,244,40.786447,-73.708668,131
104632,Manhattan,Entire home/apt,19,141,21,40.522418,-74.139617,242
104633,Staten Island,Shared room,9,32,101,40.792902,-73.871842,325
104634,Staten Island,Private room,22,128,352,40.727656,-73.806052,73
104635,Bronx,Private room,7,50,9,40.660997,-74.088007,139
104636,Bronx,Entire home/apt,11,91,187,40.882637,-74.09971,308
104637,Manhattan,Private room,17,162,119,40.523805,-74.128601,55
104638,Queens,Private room,3,128,76,40.870782,-74.208879,215
104639,Brooklyn,Private room,25,130,185,40.841412,-73.896979,208
104640,Bronx,Private room,18,120,329,40.728564,-73.946758,362
104641,Brooklyn,Shared room,30,63,153,40.883332,-74.112477,306
104642,Queens,Entire home/apt,7,91,34,40.874324,-73.785303,291
104643,Staten Island,Private room,18,127,205,40.83592,-74.213239,254
104644,Manhattan,Entire home/apt,12,28,279,40.799607,-74.0985,138
104645,Staten Island,Shared room,27,170,236,40.709724,-74.083884,246
104646,Staten Island,Private room,12,140,229,40.878096,-74.241207,192
104647,Brooklyn,Private room,6,90,272,40.647632,-74.184372,259
104648,Queens,Entire home/apt,18,122,231,40.542539,-74.144275,119
104649,Queens,Shared room,10,168,191,40.734084,-74.028913,388
104650,Staten Island,Private room,17,47,204,40.769199,-73.967616,356
104651,Bronx,Entire home/apt,10,58,300,40.801334,-74.140208,215
104652,Bronx,Entire home/apt,10,196,35,40.678161,-73.754225,177
104653,Staten Island,Private room,23,155,139,40.899512,-73.772694,277
104654,Bronx,Shared room,12,3,186,40.608723,-74.06567,200
104655,Bronx,Entire home/apt,2,140,266,40.609592,-74.008426,48
104656,Manhattan,Entire home/apt,28,29,71,40.613343,-73.81302,376
104657,Bronx,Shared room,18,108,295,40.699199,-73.826749,387
104658,Queens,Shared room,17,120,295,40.524661,-74.063904,237
104659,Brooklyn,Private room,23,11,248,40.568407,-74.167641,190
104660,Bronx,Shared room,29,172,225,40.668188,-73.969343,367
104661,Manhattan,Private room,1,102,204,40.643155,-73.769656,158
104662,Manhattan,Private room,13,150,129,40.83327,-73.869992,66
104663,Queens,Entire home/apt,5,102,14,40.775357,-73.742056,188
104664,Queens,Private room,20,139,264,40.816663,-73.815079,216
104665,Brooklyn,Shared room,1,86,22,40.759758,-74.143285,165
104666,Brooklyn,Private room,28,102,304,40.627167,-74.112443,42
104667,Staten Island,Shared room,20,36,349,40.551762,-74.158191,76
104668,Manhattan,Shared room,6,186,129,40.665938,-73.827902,132
104669,Bronx,Entire home/apt,3,95,358,40.510788,-73.809769,309
104670,Brooklyn,Private room,5,48,16,40.572127,-74.121166,121
104671,Staten Island,Shared room,6,42,165,40.573406,-73.977121,374
104672,Bronx,Entire home/apt,23,112,154,40.668861,-73.981255,287
104673,Staten Island,Private room,12,171,107,40.60742,-73.83484,254
104674,Brooklyn,Entire home/apt,3,18,245,40.658242,-74.217927,229
104675,Bronx,Entire home/apt,2,193,51,40.599146,-74.029977,303
104676,Staten Island,Entire home/apt,7,38,365,40.611487,-73.849099,368
104677,Staten Island,Entire home/apt,29,36,198,40.622862,-73.985514,251
104678,Staten Island,Shared room,8,165,160,40.546253,-74.014739,119
104679,Manhattan,Entire home/apt,9,58,312,40.835327,-74.152003,381
104680,Bronx,Private room,13,117,125,40.626655,-73.994687,261
104681,Bronx,Private room,17,193,110,40.584809,-73.825223,181
104682,Manhattan,Shared room,1,94,355,40.517723,-74.230669,268
104683,Queens,Entire home/apt,27,87,132,40.52001,-73.874464,301
104684,Queens,Shared room,8,187,131,40.746606,-73.739196,311
104685,Manhattan,Private room,9,175,219,40.596364,-73.828266,317
104686,Queens,Entire home/apt,24,155,89,40.898717,-74.080672,372
104687,Queens,Entire home/apt,10,78,80,40.81092,-73.860236,198
104688,Brooklyn,Private room,8,151,25,40.817523,-74.151308,43
104689,Bronx,Private room,18,60,14,40.685575,-73.761812,85
104690,Brooklyn,Shared room,3,17,176,40.519596,-74.038107,299
104691,Staten Island,Entire home/apt,10,38,355,40.876674,-74.184456,234
104692,Staten Island,Private room,15,185,7,40.773861,-74.040392,122
104693,Manhattan,Entire home/apt,20,1,313,40.717121,-73.774019,76
104694,Staten Island,Shared room,7,20,60,40.763719,-73.817707,334
104695,Brooklyn,Private room,6,112,20,40.8301,-74.08527,381
104696,Staten Island,Shared room,18,166,247,40.51089,-73.989685,83
104697,Staten Island,Private room,26,42,216,40.776673,-73.85936,171
104698,Staten Island,Shared room,27,39,215,40.524642,-73.992962,182
104699,Bronx,Private room,1,39,50,40.51953,-74.108044,43
104700,Manhattan,Entire home/apt,25,61,343,40.625486,-73.755588,370
104701,Staten Island,Shared room,27,93,272,40.769546,-74.046361,79
104702,Staten Island,Shared room,23,131,67,40.67474,-73.781161,217
104703,Manhattan,Entire home/apt,4,59,163,40.811464,-74.089568,114
104704,Staten Island,Entire home/apt,26,118,330,40.596137,-74.227853,396
104705,Queens,Shared room,9,192,167,40.823157,-73.984,313
104706,Bronx,Private room,15,183,146,40.759184,-73.966625,206
104707,Bronx,Shared room,24,122,246,40.686685,-73.796949,137
104708,Bronx,Private room,12,19,274,40.745367,-73.978883,351
104709,Brooklyn,Private room,4,77,207,40.598426,-73.926159,83
104710,Queens,Entire home/apt,13,107,243,40.820767,-73.738601,72
104711,Brooklyn,Entire home/apt,12,130,238,40.798633,-73.937012,147
104712,Bronx,Private room,20,189,35,40.815778,-74.094755,283
104713,Manhattan,Shared room,6,190,108,40.509302,-73.926965,58
104714,Bronx,Private room,28,170,319,40.625909,-73.836499,130
104715,Queens,Shared room,18,71,83,40.67647,-74.233205,205
104716,Brooklyn,Shared room,14,142,270,40.555573,-74.191566,343
104717,Queens,Shared room,6,95,357,40.583652,-74.169947,118
104718,Staten Island,Shared room,13,160,40,40.795049,-73.715622,395
104719,Bronx,Entire home/apt,16,141,18,40.720921,-73.710263,174
104720,Manhattan,Shared room,27,147,328,40.748065,-74.093342,229
104721,Staten Island,Shared room,26,4,276,40.66744,-73.786503,214
104722,Manhattan,Private room,22,118,120,40.768463,-74.032934,54
104723,Staten Island,Shared room,14,185,95,40.789735,-73.95739,330
104724,Manhattan,Entire home/apt,13,62,55,40.795508,-73.714672,137
104725,Manhattan,Private room,4,115,215,40.845322,-73.883687,73
104726,Bronx,Private room,29,27,237,40.722527,-74.080967,187
104727,Staten Island,Private room,24,63,323,40.691335,-73.94773,213
104728,Queens,Shared room,17,129,11,40.613826,-74.064731,333
104729,Manhattan,Private room,28,170,365,40.761575,-73.775632,164
104730,Manhattan,Shared room,22,126,311,40.647755,-74.027657,66
104731,Brooklyn,Private room,13,87,89,40.533385,-73.761636,361
104732,Queens,Entire home/apt,2,182,356,40.668809,-73.72832,312
104733,Queens,Private room,30,195,45,40.820189,-73.900705,148
104734,Queens,Shared room,21,161,97,40.722798,-73.871487,141
104735,Manhattan,Entire home/apt,20,125,322,40.786481,-73.749096,176
104736,Staten Island,Entire home/apt,30,90,243,40.822129,-73.909619,68
104737,Staten Island,Entire home/apt,14,52,183,40.686242,-74.122968,395
104738,Bronx,Entire home/apt,9,144,211,40.65965,-73.913216,368
104739,Queens,Shared room,27,44,269,40.848629,-73.879158,41
104740,Brooklyn,Entire home/apt,20,33,311,40.730699,-73.80352,139
104741,Bronx,Entire home/apt,19,41,99,40.51199,-73.891053,326
104742,Brooklyn,Shared room,14,70,360,40.592732,-73.932316,305
104743,Staten Island,Shared room,8,140,262,40.870644,-74.062308,322
104744,Brooklyn,Entire home/apt,1,183,74,40.645997,-74.137458,211
104745,Queens,Private room,9,200,356,40.812177,-74.028772,282
104746,Staten Island,Entire home/apt,10,112,29,40.783878,-74.163645,53
104747,Staten Island,Entire home/apt,10,57,161,40.547662,-73.806224,113
104748,Staten Island,Shared room,10,141,187,40.832467,-74.103342,351
104749,Queens,Shared room,18,145,79,40.762117,-73.80637,44
104750,Brooklyn,Shared room,3,127,206,40.753705,-73.872003,328
104751,Manhattan,Private room,4,133,360,40.585339,-74.198906,190
104752,Staten Island,Shared room,20,172,160,40.520648,-73.906581,113
104753,Manhattan,Private room,16,128,301,40.888839,-73.875531,329
104754,Manhattan,Private room,14,124,273,40.745561,-73.805068,388
104755,Queens,Entire home/apt,6,0,290,40.503554,-74.124387,370
104756,Brooklyn,Private room,23,68,34,40.534336,-73.914115,365
104757,Staten Island,Shared room,25,92,235,40.648426,-73.75482,366
104758,Staten Island,Private room,11,79,210,40.514405,-73.768612,117
104759,Queens,Private room,12,199,278,40.544311,-74.035873,370
104760,Brooklyn,Entire home/apt,14,13,304,40.854776,-74.18988,124
104761,Bronx,Entire home/apt,12,68,16,40.571833,-73.782638,170
104762,Queens,Private room,5,71,181,40.759565,-74.055124,142
104763,Staten Island,Entire home/apt,6,61,333,40.69103,-73.816816,388
104764,Manhattan,Shared room,27,12,6,40.531366,-74.09117,197
104765,Queens,Private room,3,85,29,40.661581,-74.064387,63
104766,Brooklyn,Shared room,3,109,97,40.547883,-74.068521,243
104767,Brooklyn,Shared room,9,91,208,40.53699,-73.745989,104
104768,Manhattan,Entire home/apt,8,186,15,40.558158,-74.015255,220
104769,Bronx,Entire home/apt,21,115,137,40.81893,-73.750184,161
104770,Bronx,Entire home/apt,18,126,191,40.63688,-74.110336,359
104771,Staten Island,Entire home/apt,5,123,334,40.656836,-73.953841,387
104772,Manhattan,Shared room,15,190,121,40.656818,-73.791959,58
104773,Bronx,Entire home/apt,9,188,76,40.765243,-74.143437,283
104774,Queens,Private room,25,23,241,40.820407,-74.068748,323
104775,Bronx,Entire home/apt,17,84,42,40.669975,-73.762438,82
104776,Staten Island,Entire home/apt,10,47,201,40.729729,-74.087447,257
104777,Manhattan,Entire home/apt,27,189,361,40.765121,-74.029158,335
104778,Brooklyn,Entire home/apt,22,88,253,40.727366,-73.822354,212
104779,Brooklyn,Private room,24,161,233,40.654415,-74.073103,312
104780,Manhattan,Shared room,17,2,338,40.859451,-73.758696,364
104781,Manhattan,Shared room,6,142,80,40.877166,-73.943857,282
104782,Bronx,Entire home/apt,14,157,348,40.60767,-74.157326,55
104783,Bronx,Shared room,30,1,354,40.891916,-73.900202,240
104784,Staten Island,Shared room,8,97,20,40.634297,-74.017088,95
104785,Staten Island,Private room,13,41,307,40.621884,-73.831153,359
104786,Staten Island,Private room,28,26,193,40.659151,-74.017171,204
104787,Staten Island,Shared room,26,146,365,40.753312,-74.060518,246
104788,Queens,Private room,10,63,258,40.678668,-74.008968,347
104789,Manhattan,Private room,6,161,29,40.73696,-73.810162,340
104790,Queens,Shared room,26,121,297,40.596421,-73.892673,115
104791,Bronx,Private room,9,135,37,40.722427,-74.210377,346
104792,Brooklyn,Shared room,3,68,56,40.524781,-73.939821,227
104793,Manhattan,Private room,18,90,292,40.617457,-73.914405,280
104794,Bronx,Entire home/apt,17,104,290,40.808219,-73.809461,117
104795,Staten Island,Entire home/apt,15,131,310,40.676757,-74.140259,349
104796,Manhattan,Entire home/apt,29,128,281,40.81759,-74.238012,239
104797,Brooklyn,Private room,18,142,192,40.715576,-74.060203,168
104798,Bronx,Private room,25,192,319,40.781109,-73.910696,77
104799,Manhattan,Entire home/apt,14,49,218,40.814941,-73.82617,76
104800,Brooklyn,Shared room,22,65,127,40.822985,-73.749452,208
104801,Bronx,Entire home/apt,10,145,31,40.618368,-74.200478,204
104802,Queens,Private room,1,8,216,40.832505,-74.044582,377
104803,Manhattan,Shared room,12,88,255,40.568609,-73.773721,242
104804,Queens,Shared room,6,70,45,40.870287,-74.137258,365
104805,Staten Island,Private room,2,107,38,40.875499,-74.087253,62
104806,Brooklyn,Private room,19,152,315,40.542573,-73.996306,219
104807,Bronx,Entire home/apt,17,53,147,40.743946,-73.824953,265
104808,Staten Island,Private room,11,110,210,40.782214,-73.933538,211
104809,Queens,Shared room,29,37,12,40.76624,-74.069403,376
104810,Bronx,Private room,9,85,185,40.884844,-73.849728,186
104811,Bronx,Private room,21,62,64,40.876655,-73.961155,193
104812,Brooklyn,Shared room,13,141,38,40.631122,-74.055222,220
104813,Staten Island,Entire home/apt,28,18,193,40.7929,-73.931689,310
104814,Staten Island,Entire home/apt,19,145,335,40.764236,-73.818375,324
104815,Staten Island,Private room,28,2,125,40.593915,-73.905895,252
104816,Brooklyn,Shared room,4,106,71,40.6815,-73.849247,392
104817,Manhattan,Shared room,8,127,87,40.625173,-74.110026,117
104818,Manhattan,Private room,21,56,187,40.851718,-74.209005,132
104819,Queens,Shared room,27,71,221,40.558173,-73.870925,399
104820,Manhattan,Entire home/apt,5,189,43,40.581251,-73.953149,269
104821,Staten Island,Shared room,5,15,338,40.589632,-73.837848,397
104822,Manhattan,Shared room,26,128,362,40.891156,-73.79749,53
104823,Staten Island,Shared room,30,162,361,40.501923,-74.108745,101
104824,Brooklyn,Entire home/apt,26,105,156,40.762772,-73.767565,181
104825,Brooklyn,Shared room,19,133,179,40.676153,-73.912858,101
104826,Queens,Entire home/apt,4,153,19,40.519318,-74.098078,245
104827,Queens,Entire home/apt,7,95,271,40.595729,-74.228374,105
104828,Brooklyn,Entire home/apt,7,109,259,40.565278,-73.869156,398
104829,Queens,Entire home/apt,4,171,257,40.830841,-74.231055,183
104830,Bronx,Shared room,28,105,84,40.874557,-73.819272,185
104831,Queens,Shared room,25,102,35,40.876167,-73.894298,400
104832,Staten Island,Entire home/apt,5,146,160,40.797254,-73.851275,396
104833,Bronx,Private room,27,152,173,40.551537,-74.176543,375
104834,Manhattan,Shared room,16,17,221,40.794889,-73.7969,77
104835,Staten Island,Entire home/apt,19,23,127,40.69919,-73.906493,211
104836,Bronx,Entire home/apt,20,99,285,40.839837,-73.957336,223
104837,Staten Island,Entire home/apt,10,84,183,40.525302,-74.088706,104
104838,Bronx,Entire home/apt,23,98,185,40.86073,-73.70704,210
104839,Queens,Entire home/apt,7,150,28,40.526356,-73.846205,84
104840,Staten Island,Entire home/apt,11,149,164,40.614057,-73.954647,100
104841,Queens,Entire home/apt,26,161,297,40.632756,-73.725073,190
104842,Staten Island,Private room,17,148,272,40.740312,-74.099515,333
104843,Manhattan,Entire home/apt,20,150,15,40.8296,-73.834478,104
104844,Queens,Shared room,16,165,98,40.596558,-74.020516,299
104845,Queens,Private room,9,20,315,40.834056,-73.939057,190
104846,Brooklyn,Private room,30,55,312,40.656633,-73.989557,141
104847,Staten Island,Private room,24,110,200,40.748847,-74.191926,222
104848,Staten Island,Entire home/apt,7,74,133,40.85707,-74.131852,223
104849,Queens,Entire home/apt,15,16,222,40.836503,-74.107058,86
104850,Brooklyn,Entire home/apt,15,22,253,40.896645,-73.784051,229
104851,Staten Island,Private room,4,96,168,40.648768,-74.010911,68
104852,Brooklyn,Private room,2,156,244,40.664352,-73.758682,316
104853,Brooklyn,Shared room,30,14,208,40.888305,-73.932297,337
104854,Bronx,Entire home/apt,12,140,299,40.605646,-73.762658,345
104855,Manhattan,Private room,30,154,293,40.505153,-73.91331,305
104856,Bronx,Private room,12,143,27,40.571143,-73.812918,72
104857,Staten Island,Private room,1,131,29,40.816317,-74.178861,292
104858,Staten Island,Entire home/apt,4,43,193,40.570708,-74.224066,189
104859,Bronx,Shared room,13,179,77,40.525537,-74.007465,216
104860,Brooklyn,Entire home/apt,19,193,277,40.59958,-73.767935,378
104861,Bronx,Shared room,21,56,116,40.594596,-73.810544,223
104862,Manhattan,Private room,22,171,203,40.778352,-74.023161,199
104863,Manhattan,Private room,15,101,184,40.52002,-73.933955,358
104864,Brooklyn,Shared room,6,162,14,40.725584,-73.740674,69
104865,Manhattan,Entire home/apt,20,189,143,40.704961,-74.058317,357
104866,Queens,Private room,4,0,61,40.728144,-73.782063,200
104867,Bronx,Entire home/apt,30,84,54,40.537373,-73.78669,262
104868,Staten Island,Entire home/apt,15,114,80,40.581452,-74.084501,170
104869,Staten Island,Private room,8,172,80,40.650736,-73.969499,277
104870,Brooklyn,Entire home/apt,9,48,145,40.623925,-73.803661,261
104871,Queens,Private room,6,183,246,40.69887,-74.013514,188
104872,Manhattan,Shared room,22,77,358,40.857972,-73.786389,170
104873,Staten Island,Private room,3,9,258,40.688178,-73.873743,270
104874,Bronx,Entire home/apt,8,100,141,40.609423,-74.142891,157
104875,Manhattan,Shared room,26,54,253,40.688035,-74.218523,311
104876,Staten Island,Private room,20,187,281,40.816942,-74.091658,82
104877,Queens,Private room,5,93,210,40.586485,-74.249538,304
104878,Staten Island,Entire home/apt,19,142,319,40.507575,-74.246019,324
104879,Manhattan,Shared room,6,152,321,40.635964,-73.997928,297
104880,Staten Island,Private room,9,39,217,40.847353,-73.796135,97
104881,Bronx,Shared room,16,147,184,40.820659,-74.00813,63
104882,Brooklyn,Entire home/apt,24,67,301,40.705554,-74.183229,280
104883,Queens,Entire home/apt,7,29,129,40.857596,-73.925191,86
104884,Staten Island,Entire home/apt,14,51,45,40.890608,-73.97275,269
104885,Queens,Shared room,30,19,81,40.556021,-74.001997,233
104886,Staten Island,Private room,27,179,230,40.523384,-74.079562,156
104887,Manhattan,Shared room,10,10,346,40.722989,-73.719706,267
104888,Queens,Entire home/apt,3,124,62,40.832741,-73.701171,197
104889,Brooklyn,Private room,10,166,32,40.872183,-74.131651,336
104890,Manhattan,Shared room,15,176,335,40.897639,-73.783791,151
104891,Brooklyn,Shared room,22,96,55,40.621977,-73.847469,107
104892,Brooklyn,Entire home/apt,13,74,155,40.690277,-74.245144,241
104893,Queens,Shared room,12,54,15,40.793874,-74.222099,159
104894,Queens,Shared room,21,44,256,40.693031,-74.044798,285
104895,Staten Island,Private room,10,167,198,40.689295,-73.762247,143
104896,Queens,Shared room,15,105,37,40.787998,-74.140815,138
104897,Manhattan,Private room,24,195,22,40.85853,-74.211121,304
104898,Manhattan,Shared room,3,3,339,40.558243,-74.18381,290
104899,Queens,Private room,12,20,337,40.5515,-73.829091,247
104900,Staten Island,Private room,11,119,346,40.673875,-73.955236,375
104901,Bronx,Shared room,27,15,134,40.648193,-73.942158,216
104902,Staten Island,Entire home/apt,11,119,33,40.598829,-73.800745,276
104903,Staten Island,Shared room,16,109,42,40.63349,-74.025039,351
104904,Queens,Entire home/apt,27,6,288,40.677389,-73.859355,192
104905,Staten Island,Shared room,26,78,225,40.608588,-73.938286,133
104906,Staten Island,Private room,19,109,297,40.787303,-73.918948,324
104907,Staten Island,Private room,8,131,219,40.739024,-73.826296,251
104908,Brooklyn,Private room,24,85,5,40.578064,-73.969308,118
104909,Staten Island,Private room,16,87,234,40.596307,-73.761412,121
104910,Staten Island,Shared room,4,197,276,40.733514,-74.018136,220
104911,Brooklyn,Shared room,5,64,76,40.851879,-74.205935,60
104912,Queens,Shared room,26,10,252,40.760051,-74.1935,317
104913,Queens,Private room,27,114,104,40.775452,-74.072904,239
104914,Brooklyn,Private room,3,200,147,40.83224,-74.234417,123
104915,Queens,Shared room,25,158,52,40.73751,-74.24201,237
104916,Bronx,Private room,22,195,175,40.557109,-74.1385,320
104917,Brooklyn,Private room,23,34,49,40.616472,-74.174881,230
104918,Brooklyn,Entire home/apt,4,116,188,40.813245,-74.08151,312
104919,Queens,Entire home/apt,27,112,72,40.530632,-74.248707,252
104920,Bronx,Private room,14,26,361,40.685077,-73.973903,380
104921,Manhattan,Shared room,7,21,288,40.536921,-74.11233,109
104922,Bronx,Shared room,24,96,103,40.524061,-74.216079,126
104923,Manhattan,Shared room,6,187,134,40.858824,-73.9347,91
104924,Queens,Shared room,11,68,60,40.675936,-74.024546,238
104925,Queens,Shared room,22,43,335,40.517971,-73.998897,104
104926,Bronx,Entire home/apt,24,13,7,40.86313,-74.21171,181
104927,Manhattan,Shared room,2,196,359,40.57447,-73.78528,76
104928,Brooklyn,Private room,6,17,120,40.635943,-74.032779,294
104929,Brooklyn,Shared room,16,75,98,40.709147,-73.703483,313
104930,Brooklyn,Private room,17,172,197,40.757762,-73.748329,99
104931,Manhattan,Shared room,23,192,216,40.807363,-73.833858,365
104932,Brooklyn,Shared room,24,80,23,40.697698,-73.905229,161
104933,Bronx,Entire home/apt,2,53,339,40.686142,-73.952708,41
104934,Staten Island,Shared room,6,194,87,40.832717,-74.086339,381
104935,Bronx,Entire home/apt,8,110,342,40.644455,-74.105979,156
104936,Brooklyn,Entire home/apt,10,191,271,40.538842,-73.934287,247
104937,Staten Island,Entire home/apt,2,86,205,40.882067,-73.85354,389
104938,Brooklyn,Entire home/apt,22,198,201,40.618978,-74.196476,126
104939,Manhattan,Private room,9,149,36,40.628628,-74.213701,84
104940,Queens,Entire home/apt,19,111,363,40.516991,-73.873229,223
104941,Brooklyn,Entire home/apt,11,43,318,40.791103,-73.864536,164
104942,Brooklyn,Shared room,27,133,280,40.816659,-74.238408,327
104943,Queens,Entire home/apt,12,86,218,40.62691,-73.859789,285
104944,Bronx,Entire home/apt,20,140,157,40.693739,-74.100582,400
104945,Manhattan,Private room,4,45,50,40.864359,-74.027228,298
104946,Bronx,Entire home/apt,21,130,126,40.66123,-73.713447,376
104947,Manhattan,Shared room,27,125,191,40.723751,-73.759862,269
104948,Brooklyn,Private room,9,99,236,40.765723,-73.746917,382
104949,Staten Island,Shared room,19,196,17,40.756936,-74.018033,139
104950,Staten Island,Shared room,6,60,168,40.717165,-73.895783,236
104951,Manhattan,Entire home/apt,24,95,191,40.659333,-74.080289,353
104952,Manhattan,Shared room,2,90,360,40.579413,-73.843651,83
104953,Brooklyn,Private room,2,41,37,40.825234,-73.969433,269
104954,Queens,Private room,30,108,345,40.747896,-73.921359,189
104955,Staten Island,Entire home/apt,2,42,214,40.531051,-74.222563,375
104956,Bronx,Shared room,14,109,191,40.633495,-74.210806,205
104957,Staten Island,Private room,13,27,114,40.787716,-73.902695,155
104958,Manhattan,Entire home/apt,20,69,81,40.734158,-74.073672,104
104959,Queens,Entire home/apt,24,179,315,40.778668,-74.186752,161
104960,Queens,Private room,21,42,112,40.520293,-73.836621,251
104961,Manhattan,Entire home/apt,15,9,302,40.857297,-74.169062,197
104962,Brooklyn,Shared room,16,185,247,40.823631,-73.787335,165
104963,Bronx,Private room,16,23,175,40.528144,-73.733395,362
104964,Brooklyn,Shared room,24,106,93,40.71158,-73.829734,108
104965,Staten Island,Shared room,16,166,294,40.5497,-74.141387,156
104966,Brooklyn,Private room,24,36,110,40.674713,-74.028984,187
104967,Brooklyn,Shared room,18,177,38,40.570074,-73.850468,373
104968,Bronx,Shared room,22,186,262,40.876188,-73.976462,106
104969,Bronx,Entire home/apt,11,142,198,40.512914,-73.956305,208
104970,Staten Island,Private room,2,37,252,40.857209,-74.126771,257
104971,Brooklyn,Shared room,10,139,208,40.721587,-74.186903,222
104972,Manhattan,Entire home/apt,10,48,313,40.898539,-73.896604,275
104973,Manhattan,Entire home/apt,9,193,295,40.704453,-74.082877,112
104974,Bronx,Private room,14,178,241,40.779772,-73.773415,345
104975,Bronx,Private room,23,48,241,40.82912,-74.129547,216
104976,Staten Island,Private room,14,199,296,40.509585,-73.714605,109
104977,Bronx,Shared room,14,60,323,40.500497,-74.106472,62
104978,Queens,Shared room,24,41,103,40.73327,-74.199281,54
104979,Staten Island,Private room,14,154,108,40.548823,-74.129171,304
104980,Bronx,Entire home/apt,29,160,102,40.707079,-73.783617,97
104981,Queens,Entire home/apt,13,131,324,40.646021,-74.089463,372
104982,Queens,Private room,10,187,41,40.691908,-73.790433,334
